Downloaded on,03/10/2025,19:11:46 EDT,,,,,,,,,,,,
Search URL,https://www.congress.gov/search?q=%7B%22source%22%3A%22all%22%2C%22search%22%3A%22legislativeSource%3A%5C%22Legislation%5C%22+AND+congressId%3A118+AND+actionCode%3A%5C%225000%5C%22+AND+chamber%3A%5C%22House%5C%22%22%7D,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 3915,https://www.congress.gov/bill/118th-congress/house-bill/3915,118th Congress (2023-2024),Aviation Weather Improvement Act,"McCormick, Richard [Rep.-R-GA-6]",06/07/2023,"House - Science, Space, and Technology","Placed on the Union Calendar, Calendar No. 171.",09/21/2023,1,,,,,
H.R. 1530,https://www.congress.gov/bill/118th-congress/house-bill/1530,118th Congress (2023-2024),Veterans Benefits Improvement Act of 2023,"Luttrell, Morgan [Rep.-R-TX-8]",03/10/2023,House - Veterans' Affairs,Received in the Senate.,09/21/2023,5,,,,,
H.R. 1130,https://www.congress.gov/bill/118th-congress/house-bill/1130,118th Congress (2023-2024),Unlocking our Domestic LNG Potential Act of 2023,"Johnson, Bill [Rep.-R-OH-6]",02/21/2023,House - Energy and Commerce,"Rules Committee Resolution H. Res. 712 Reported to House. Rule provides for consideration of H.R. 4365, H.R. 1130 and H. Res. 684. The resolution provides for consideration of H.R. 4365, under a structured rule; H.R. 1130, under a structured rule; and H.Res. 684, under a closed rule. The resolution provides for one hour of general debate on all three bills.",09/21/2023,7,,,,,
H.R. 3371,https://www.congress.gov/bill/118th-congress/house-bill/3371,118th Congress (2023-2024),Wounded Knee Massacre Memorial and Sacred Site Act,"Johnson, Dusty [Rep.-R-SD-At Large]",05/16/2023,House - Natural Resources | Senate - Indian Affairs,Received in the Senate and Read twice and referred to the Committee on Indian Affairs.,09/21/2023,1,,,,,
H.R. 1418,https://www.congress.gov/bill/118th-congress/house-bill/1418,118th Congress (2023-2024),Animal Drug and Animal Generic Drug User Fee Amendments of 2023,"Pence, Greg [Rep.-R-IN-6]",03/07/2023,House - Energy and Commerce,Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 210.,09/20/2023,2,,,,,
H.R. 1245,https://www.congress.gov/bill/118th-congress/house-bill/1245,118th Congress (2023-2024),Grizzly Bear State Management Act of 2023,"Hageman, Harriet M. [Rep.-R-WY-At Large]",02/28/2023,House - Natural Resources,"Placed on the Union Calendar, Calendar No. 165.",09/20/2023,4,,,,,
H.Res. 680,https://www.congress.gov/bill/118th-congress/house-resolution/680,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 1435) to amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines, and providing for consideration of the bill (H.R. 4365) making appropriations for the Department of Defense for the fiscal year ending September 30, 2024, and for other purposes.","Cole, Tom [Rep.-R-OK-4]",09/13/2023,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,09/19/2023,0,,,,,
H.R. 3981,https://www.congress.gov/bill/118th-congress/house-bill/3981,118th Congress (2023-2024),Isakson-Roe Education Oversight Expansion Act,"McGarvey, Morgan [Rep.-D-KY-3]",06/09/2023,House - Veterans' Affairs | Senate - Veterans' Affairs,Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.,09/19/2023,1,,,,,
H.R. 1435,https://www.congress.gov/bill/118th-congress/house-bill/1435,118th Congress (2023-2024),Preserving Choice in Vehicle Purchases Act,"Joyce, John [Rep.-R-PA-13]",03/08/2023,House - Energy and Commerce | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,09/18/2023,83,,,,,
H.R. 1450,https://www.congress.gov/bill/118th-congress/house-bill/1450,118th Congress (2023-2024),Treating Tribes and Counties as Good Neighbors Act,"Fulcher, Russ [Rep.-R-ID-1]",03/08/2023,"House - Agriculture, Natural Resources | Senate - Agriculture, Nutrition, and Forestry","Received in the Senate and Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",09/18/2023,9,,,,,
H.Res. 681,https://www.congress.gov/bill/118th-congress/house-resolution/681,118th Congress (2023-2024),Providing for consideration of the bill (H.R. 1435) to amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines.,"Burgess, Michael C. [Rep.-R-TX-26]",09/13/2023,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,09/14/2023,0,,,,,
H.R. 1567,https://www.congress.gov/bill/118th-congress/house-bill/1567,118th Congress (2023-2024),ACRES Act,"Tiffany, Thomas P. [Rep.-R-WI-7]",03/10/2023,"House - Natural Resources, Agriculture | Senate - Energy and Natural Resources",Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,09/14/2023,1,,,,,
H.R. 4762,https://www.congress.gov/bill/118th-congress/house-bill/4762,118th Congress (2023-2024),"To amend title 49, United States Code, to extend the non-premium war risk insurance program.","Yakym, Rudy [Rep.-R-IN-2]",07/20/2023,House - Transportation and Infrastructure,"Placed on the Union Calendar, Calendar No. 158.",09/13/2023,1,,,,,
H.R. 3389,https://www.congress.gov/bill/118th-congress/house-bill/3389,118th Congress (2023-2024),Emergency Wildfire Fighting Technology Act of 2023,"Valadao, David G. [Rep.-R-CA-22]",05/16/2023,"House - Natural Resources, Agriculture | Senate - Agriculture, Nutrition, and Forestry","Received in the Senate and Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",09/13/2023,9,,,,,
H.R. 1501,https://www.congress.gov/bill/118th-congress/house-bill/1501,118th Congress (2023-2024),UAS Act,"Guest, Michael [Rep.-R-MS-3]",03/09/2023,House - Homeland Security | Senate - Homeland Security and Governmental Affairs,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,09/05/2023,10,,,,,
H.R. 4090,https://www.congress.gov/bill/118th-congress/house-bill/4090,118th Congress (2023-2024),Fire Grants and Safety Act of 2023,"Kean, Thomas H. [Rep.-R-NJ-7]",06/14/2023,"House - Science, Space, and Technology","Placed on the Union Calendar, Calendar No. 141.",09/01/2023,14,,,,,
H.R. 4469,https://www.congress.gov/bill/118th-congress/house-bill/4469,118th Congress (2023-2024),No Fuel Credits for Batteries Act of 2023,"Pence, Greg [Rep.-R-IN-6]",07/06/2023,House - Energy and Commerce,"Placed on the Union Calendar, Calendar No. 136.",09/01/2023,2,,,,,
H.R. 3995,https://www.congress.gov/bill/118th-congress/house-bill/3995,118th Congress (2023-2024),Small Business Regulatory Reduction Act,"Van Duyne, Beth [Rep.-R-TX-24]",06/09/2023,House - Small Business,"Placed on the Union Calendar, Calendar No. 144.",09/01/2023,6,,,,,
H.R. 369,https://www.congress.gov/bill/118th-congress/house-bill/369,118th Congress (2023-2024),NIST Wildland Fire Communications and Information Dissemination Act,"Kim, Young [Rep.-R-CA-40]",01/17/2023,"House - Science, Space, and Technology","Placed on the Union Calendar, Calendar No. 142.",09/01/2023,5,,,,,
H.R. 4671,https://www.congress.gov/bill/118th-congress/house-bill/4671,118th Congress (2023-2024),Corrective Action Report Oversight and Accountability Act,"Perez, Marie Gluesenkamp [Rep.-D-WA-3]",07/17/2023,House - Small Business,"Placed on the Union Calendar, Calendar No. 140.",09/01/2023,1,,,,,
H.R. 783,https://www.congress.gov/bill/118th-congress/house-bill/783,118th Congress (2023-2024),"To designate the Department of Energy Integrated Engineering Research Center Federal Building located at the Fermi National Accelerator Laboratory in Batavia, Illinois, as the ""Helen Edwards Engineering Research Center"".","Foster, Bill [Rep.-D-IL-11]",02/02/2023,House - Transportation and Infrastructure,"Placed on the House Calendar, Calendar No. 32.",08/22/2023,1,,,,,
H.R. 3932,https://www.congress.gov/bill/118th-congress/house-bill/3932,118th Congress (2023-2024),Intelligence Authorization Act for Fiscal Year 2024,"Turner, Michael R. [Rep.-R-OH-10]",06/07/2023,House - Intelligence (Permanent Select),"Placed on the Union Calendar, Calendar No. 129.",08/18/2023,0,,,,,
H.R. 4004,https://www.congress.gov/bill/118th-congress/house-bill/4004,118th Congress (2023-2024),United States-Taiwan Initiative on 21st-Century Trade First Agreement Implementation Act,"Smith, Jason [Rep.-R-MO-8]",06/12/2023,House - Ways and Means,Became Public Law No: 118-13.,08/07/2023,43,,,,,
H.R. 3399,https://www.congress.gov/bill/118th-congress/house-bill/3399,118th Congress (2023-2024),Soo Locks Security and Economic Reporting Act of 2023,"James, John [Rep.-R-MI-10]",05/17/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,07/27/2023,3,,,,,
H.R. 3395,https://www.congress.gov/bill/118th-congress/house-bill/3395,118th Congress (2023-2024),U.S. Supply Chain Security Review Act of 2023,"Auchincloss, Jake [Rep.-D-MA-4]",05/17/2023,"House - Transportation and Infrastructure | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",07/27/2023,1,,,,,
H.R. 3286,https://www.congress.gov/bill/118th-congress/house-bill/3286,118th Congress (2023-2024),Securing Open Source Software Act of 2023,"Green, Mark E. [Rep.-R-TN-7]",05/15/2023,"House - Homeland Security, Oversight and Accountability","Placed on the Union Calendar, Calendar No. 127.",07/27/2023,3,,,,,
H.R. 1345,https://www.congress.gov/bill/118th-congress/house-bill/1345,118th Congress (2023-2024),NTIA Policy and Cybersecurity Coordination Act,"Curtis, John R. [Rep.-R-UT-3]",03/03/2023,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",07/26/2023,2,,,,,
H.Res. 614,https://www.congress.gov/bill/118th-congress/house-resolution/614,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 4366) making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2024, and for other purposes; providing for consideration of the joint resolution (S.J. Res. 9) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to ""Endangered and Threatened Wildlife and Plants; Lesser Prairie-Chicken; Threatened Status With Section 4(d) Rule for the Northern Distinct Population Segment and Endangered Status for the Southern Distinct Population Segment""; and providing for consideration of the joint resolution (S.J. Res. 24) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to ""Endangered and Threatened Wildlife and Plants; Endangered Species Status for Northern Long-Eared Bat"".","Reschenthaler, Guy [Rep.-R-PA-14]",07/26/2023,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,07/26/2023,0,,,,,
H.R. 682,https://www.congress.gov/bill/118th-congress/house-bill/682,118th Congress (2023-2024),Launch Communications Act,"Soto, Darren [Rep.-D-FL-9]",01/31/2023,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",07/26/2023,1,,,,,
H.R. 752,https://www.congress.gov/bill/118th-congress/house-bill/752,118th Congress (2023-2024),Securing Semiconductor Supply Chains Act of 2023,"Eshoo, Anna G. [Rep.-D-CA-16]",02/02/2023,House - Energy and Commerce,Received in the Senate.,07/26/2023,1,,,,,
H.R. 4470,https://www.congress.gov/bill/118th-congress/house-bill/4470,118th Congress (2023-2024),Protecting and Securing Chemical Facilities from Terrorist Attacks Act of 2023,"Lee, Laurel M. [Rep.-R-FL-15]",07/06/2023,"House - Homeland Security, Energy and Commerce",Received in the Senate.,07/26/2023,3,,,,,
H.R. 1338,https://www.congress.gov/bill/118th-congress/house-bill/1338,118th Congress (2023-2024),SAT Streamlining Act,"McMorris Rodgers, Cathy [Rep.-R-WA-5]",03/03/2023,House - Energy and Commerce,"On motion to suspend the rules and pass the bill, as amended Failed by the Yeas and Nays: (2/3 required): 250 - 163, 1 Present (Roll no. 365).",07/25/2023,1,,,,,
H.R. 3941,https://www.congress.gov/bill/118th-congress/house-bill/3941,118th Congress (2023-2024),Schools Not Shelters Act,"Molinaro, Marcus J. [Rep.-R-NY-19]",06/09/2023,"House - Education and the Workforce | Senate - Health, Education, Labor, and Pensions","Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",07/20/2023,6,,,,,
H.Res. 597,https://www.congress.gov/bill/118th-congress/house-resolution/597,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 3935) to amend title 49, United States Code, to reauthorize and improve the Federal Aviation Administration and other civil aviation programs, and for other purposes, and providing for consideration of the bill (H.R. 3941) to prohibit the use of the facilities of a public elementary school, a public secondary school, or an institution of higher education to provide shelter for aliens who have not been admitted into the United States, and for other purposes.","Houchin, Erin [Rep.-R-IN-9]",07/18/2023,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,07/18/2023,0,,,,,
H.R. 813,https://www.congress.gov/bill/118th-congress/house-bill/813,118th Congress (2023-2024),Global Investment in American Jobs Act of 2023,"Pence, Greg [Rep.-R-IN-6]",02/02/2023,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",07/18/2023,5,,,,,
H.R. 1282,https://www.congress.gov/bill/118th-congress/house-bill/1282,118th Congress (2023-2024),Major Richard Star Act,"Bilirakis, Gus M. [Rep.-R-FL-12]",03/01/2023,"House - Armed Services, Veterans' Affairs","Placed on the Union Calendar, Calendar No. 117.",07/18/2023,326,,,,,
